,coin,high,low,open,close
2018-05-31 04:45:00,NZDUSD,0.6997,0.69928,0.69953,0.69933
2018-05-31 04:50:00,NZDUSD,0.6996399999999999,0.69923,0.69935,0.69923
2018-05-31 04:55:00,NZDUSD,0.69977,0.69923,0.69925,0.6996399999999999
2018-05-31 05:00:00,NZDUSD,0.6997,0.6993,0.6997,0.69934
2018-05-31 05:05:00,NZDUSD,0.69949,0.69915,0.69939,0.69933
2018-05-31 05:10:00,NZDUSD,0.69936,0.6992,0.6993199999999999,0.69935
2018-05-31 05:15:00,NZDUSD,0.69962,0.6993199999999999,0.69935,0.69958
2018-05-31 05:20:00,NZDUSD,0.69984,0.6995100000000001,0.6995899999999999,0.69953
2018-05-31 05:25:00,NZDUSD,0.69965,0.69939,0.6995399999999999,0.69958
2018-05-31 05:30:00,NZDUSD,0.69973,0.69955,0.6995600000000001,0.69973
2018-05-31 05:35:00,NZDUSD,0.69973,0.69907,0.69972,0.6993
2018-05-31 05:40:00,NZDUSD,0.69931,0.69885,0.6993,0.69891
2018-05-31 05:45:00,NZDUSD,0.6993699999999999,0.69893,0.69893,0.69935
2018-05-31 05:50:00,NZDUSD,0.6994199999999999,0.69922,0.69935,0.69929
2018-05-31 05:55:00,NZDUSD,0.6995600000000001,0.69923,0.6993,0.6993699999999999
2018-05-31 06:00:00,NZDUSD,0.69947,0.69912,0.69936,0.69915
2018-05-31 06:05:00,NZDUSD,0.69958,0.69901,0.69915,0.6995399999999999
2018-05-31 06:10:00,NZDUSD,0.69997,0.69955,0.69955,0.6998300000000001
2018-05-31 06:15:00,NZDUSD,0.69985,0.69943,0.69984,0.6996600000000001
2018-05-31 06:20:00,NZDUSD,0.69972,0.6994600000000001,0.6997,0.6996100000000001
2018-05-31 06:25:00,NZDUSD,0.69982,0.69944,0.69958,0.6996600000000001
2018-05-31 06:30:00,NZDUSD,0.6996899999999999,0.6994199999999999,0.6996600000000001,0.69952
2018-05-31 06:35:00,NZDUSD,0.70097,0.6995600000000001,0.6995600000000001,0.70086
2018-05-31 06:40:00,NZDUSD,0.7014199999999999,0.70085,0.70085,0.70133
2018-05-31 06:45:00,NZDUSD,0.7017399999999999,0.7011,0.70138,0.70113
2018-05-31 06:50:00,NZDUSD,0.70182,0.70108,0.70117,0.70144
2018-05-31 06:55:00,NZDUSD,0.70177,0.70113,0.70143,0.70163
2018-05-31 07:00:00,NZDUSD,0.7016899999999999,0.70126,0.70163,0.7013699999999999
2018-05-31 07:05:00,NZDUSD,0.70135,0.70116,0.70133,0.70133
2018-05-31 07:10:00,NZDUSD,0.70153,0.70119,0.70134,0.70123
2018-05-31 07:15:00,NZDUSD,0.7013699999999999,0.70117,0.70122,0.70117
2018-05-31 07:20:00,NZDUSD,0.70133,0.70103,0.70122,0.70113
2018-05-31 07:25:00,NZDUSD,0.7014600000000001,0.70112,0.70112,0.70133
2018-05-31 07:30:00,NZDUSD,0.70144,0.70128,0.70133,0.70143
2018-05-31 07:35:00,NZDUSD,0.70152,0.7014,0.7014199999999999,0.7014600000000001
2018-05-31 07:40:00,NZDUSD,0.7015600000000001,0.7014199999999999,0.70145,0.70152
2018-05-31 07:45:00,NZDUSD,0.70163,0.70135,0.7015100000000001,0.7015600000000001
2018-05-31 07:50:00,NZDUSD,0.70173,0.70145,0.70158,0.70145
2018-05-31 07:55:00,NZDUSD,0.70152,0.7013,0.70144,0.7013199999999999
2018-05-31 08:00:00,NZDUSD,0.70134,0.70112,0.70131,0.70119
2018-05-31 08:05:00,NZDUSD,0.70148,0.70101,0.70119,0.70148
2018-05-31 08:10:00,NZDUSD,0.70148,0.7013,0.70148,0.7013699999999999
2018-05-31 08:15:00,NZDUSD,0.70143,0.70104,0.70135,0.70109
2018-05-31 08:20:00,NZDUSD,0.70155,0.70105,0.70107,0.70144
2018-05-31 08:25:00,NZDUSD,0.7014699999999999,0.70111,0.70145,0.70121
2018-05-31 08:30:00,NZDUSD,0.7013199999999999,0.7006100000000001,0.70129,0.70067
2018-05-31 08:35:00,NZDUSD,0.7015899999999999,0.70062,0.7006899999999999,0.7015399999999999
2018-05-31 08:40:00,NZDUSD,0.70158,0.70089,0.7015600000000001,0.70115
2018-05-31 08:45:00,NZDUSD,0.70117,0.70072,0.70116,0.70101
2018-05-31 08:50:00,NZDUSD,0.70109,0.7005399999999999,0.70099,0.70097
