,coin,high,low,open,close
2017-06-22 03:25:00,NZDUSD,0.72568,0.72543,0.7256600000000001,0.72558
2017-06-22 03:30:00,NZDUSD,0.72582,0.72556,0.72556,0.72582
2017-06-22 03:35:00,NZDUSD,0.72596,0.72568,0.72583,0.72568
2017-06-22 03:40:00,NZDUSD,0.72578,0.72556,0.72569,0.7257100000000001
2017-06-22 03:45:00,NZDUSD,0.72573,0.7255199999999999,0.72572,0.7257
2017-06-22 03:50:00,NZDUSD,0.7257100000000001,0.72551,0.7257,0.72564
2017-06-22 03:55:00,NZDUSD,0.72569,0.7255699999999999,0.72564,0.72559
2017-06-22 04:00:00,NZDUSD,0.7256100000000001,0.7253,0.7255699999999999,0.72556
2017-06-22 04:05:00,NZDUSD,0.7258100000000001,0.7253,0.7255699999999999,0.7257899999999999
2017-06-22 04:10:00,NZDUSD,0.72636,0.72568,0.7258,0.72636
2017-06-22 04:15:00,NZDUSD,0.72635,0.72604,0.72634,0.72604
2017-06-22 04:20:00,NZDUSD,0.7263,0.72604,0.72604,0.72627
2017-06-22 04:25:00,NZDUSD,0.72629,0.72587,0.72627,0.72591
2017-06-22 04:30:00,NZDUSD,0.72628,0.72587,0.72593,0.72617
2017-06-22 04:35:00,NZDUSD,0.72619,0.72601,0.72616,0.72604
2017-06-22 04:40:00,NZDUSD,0.7261,0.72585,0.72605,0.72597
2017-06-22 04:45:00,NZDUSD,0.72606,0.72591,0.72597,0.72597
2017-06-22 04:50:00,NZDUSD,0.7262,0.72591,0.72597,0.7262
2017-06-22 04:55:00,NZDUSD,0.7265699999999999,0.72619,0.7262,0.72625
2017-06-22 05:00:00,NZDUSD,0.72626,0.72615,0.72624,0.7262
2017-06-22 05:05:00,NZDUSD,0.72645,0.7261,0.72621,0.72627
2017-06-22 05:10:00,NZDUSD,0.72649,0.72626,0.72627,0.72626
2017-06-22 05:15:00,NZDUSD,0.72634,0.72611,0.72627,0.72613
2017-06-22 05:20:00,NZDUSD,0.72614,0.72588,0.72613,0.7259800000000001
2017-06-22 05:25:00,NZDUSD,0.72633,0.7259800000000001,0.7259899999999999,0.72632
2017-06-22 05:30:00,NZDUSD,0.72633,0.7261,0.72632,0.72625
2017-06-22 05:35:00,NZDUSD,0.72649,0.72626,0.72626,0.72636
2017-06-22 05:40:00,NZDUSD,0.7269100000000001,0.72636,0.72636,0.72664
2017-06-22 05:45:00,NZDUSD,0.72675,0.72663,0.72663,0.72664
2017-06-22 05:50:00,NZDUSD,0.72673,0.72646,0.7266600000000001,0.72646
2017-06-22 05:55:00,NZDUSD,0.7266199999999999,0.72633,0.72645,0.7265699999999999
2017-06-22 06:00:00,NZDUSD,0.72658,0.72646,0.72656,0.72655
2017-06-22 06:05:00,NZDUSD,0.72658,0.72631,0.72656,0.72632
2017-06-22 06:10:00,NZDUSD,0.72642,0.72624,0.72631,0.72632
2017-06-22 06:15:00,NZDUSD,0.72633,0.72593,0.72631,0.72596
2017-06-22 06:20:00,NZDUSD,0.72596,0.72585,0.72595,0.7258899999999999
2017-06-22 06:25:00,NZDUSD,0.72595,0.72585,0.72588,0.72588
2017-06-22 06:30:00,NZDUSD,0.72588,0.72583,0.72587,0.7258399999999999
2017-06-22 06:35:00,NZDUSD,0.7258399999999999,0.72556,0.72583,0.72556
2017-06-22 06:40:00,NZDUSD,0.72556,0.72537,0.72555,0.72548
2017-06-22 06:45:00,NZDUSD,0.72575,0.72547,0.72549,0.7257
2017-06-22 06:50:00,NZDUSD,0.72591,0.7257,0.7257100000000001,0.7257
2017-06-22 06:55:00,NZDUSD,0.7257600000000001,0.72553,0.72572,0.72554
2017-06-22 07:00:00,NZDUSD,0.72554,0.72518,0.7255199999999999,0.72526
2017-06-22 07:05:00,NZDUSD,0.72538,0.72512,0.72527,0.72515
2017-06-22 07:10:00,NZDUSD,0.72529,0.72507,0.72517,0.72509
2017-06-22 07:15:00,NZDUSD,0.72515,0.7247600000000001,0.72507,0.72477
2017-06-22 07:20:00,NZDUSD,0.72477,0.72467,0.72477,0.72467
2017-06-22 07:25:00,NZDUSD,0.7247899999999999,0.72465,0.72465,0.72475
2017-06-22 07:30:00,NZDUSD,0.72485,0.72469,0.7247600000000001,0.72483
2017-06-22 07:35:00,NZDUSD,0.7248399999999999,0.72475,0.72482,0.72477
