,coin,high,low,open,close
2015-10-28 14:50:00,EURCHF,1.08555,1.08481,1.08492,1.08518
2015-10-28 14:55:00,EURCHF,1.08524,1.0844,1.08517,1.08467
2015-10-28 15:00:00,EURCHF,1.08551,1.08466,1.08469,1.08543
2015-10-28 15:05:00,EURCHF,1.08544,1.0843399999999999,1.08542,1.08502
2015-10-28 15:10:00,EURCHF,1.08673,1.08502,1.08503,1.0864200000000002
2015-10-28 15:15:00,EURCHF,1.08651,1.08578,1.08644,1.0860100000000001
2015-10-28 15:20:00,EURCHF,1.08649,1.08596,1.08602,1.0863200000000002
2015-10-28 15:25:00,EURCHF,1.08643,1.08609,1.08635,1.0863
2015-10-28 15:30:00,EURCHF,1.0864200000000002,1.0861299999999998,1.08629,1.08616
2015-10-28 15:35:00,EURCHF,1.08627,1.08597,1.08616,1.08608
2015-10-28 15:40:00,EURCHF,1.0862,1.08597,1.0861,1.08604
2015-10-28 15:45:00,EURCHF,1.0861100000000001,1.08592,1.08606,1.08597
2015-10-28 15:50:00,EURCHF,1.08619,1.08596,1.08599,1.0861
2015-10-28 15:55:00,EURCHF,1.08635,1.08605,1.0861399999999999,1.0863399999999999
2015-10-28 16:00:00,EURCHF,1.08643,1.08596,1.08643,1.08617
2015-10-28 16:05:00,EURCHF,1.08631,1.08606,1.0862,1.0861399999999999
2015-10-28 16:10:00,EURCHF,1.08637,1.08606,1.08616,1.08626
2015-10-28 16:15:00,EURCHF,1.08647,1.08596,1.08628,1.08643
2015-10-28 16:20:00,EURCHF,1.08647,1.08633,1.08643,1.08646
2015-10-28 16:25:00,EURCHF,1.08646,1.0860100000000001,1.08646,1.0863200000000002
2015-10-28 16:30:00,EURCHF,1.0865200000000002,1.086,1.08629,1.0861299999999998
2015-10-28 16:35:00,EURCHF,1.0863200000000002,1.08599,1.08612,1.0862
2015-10-28 16:40:00,EURCHF,1.08635,1.08602,1.08623,1.08608
2015-10-28 16:45:00,EURCHF,1.08616,1.086,1.08609,1.0861
2015-10-28 16:50:00,EURCHF,1.0861399999999999,1.08597,1.0861,1.086
2015-10-28 16:55:00,EURCHF,1.08625,1.0857299999999999,1.086,1.0857700000000001
2015-10-28 17:00:00,EURCHF,1.08598,1.08548,1.0855299999999999,1.08582
2015-10-28 17:05:00,EURCHF,1.08605,1.08546,1.08582,1.08558
2015-10-28 17:10:00,EURCHF,1.08574,1.0855700000000001,1.08558,1.0857
2015-10-28 17:15:00,EURCHF,1.08574,1.08545,1.08565,1.0856700000000001
2015-10-28 17:20:00,EURCHF,1.08582,1.08556,1.08564,1.08582
2015-10-28 17:25:00,EURCHF,1.0861399999999999,1.0857700000000001,1.0858299999999999,1.08596
2015-10-28 17:30:00,EURCHF,1.0860100000000001,1.08596,1.08597,1.08599
2015-10-28 17:35:00,EURCHF,1.0861299999999998,1.08599,1.08599,1.0861
2015-10-28 17:40:00,EURCHF,1.0861,1.08597,1.0861,1.086
2015-10-28 17:45:00,EURCHF,1.08616,1.08598,1.08607,1.08606
2015-10-28 17:50:00,EURCHF,1.0861399999999999,1.0859299999999998,1.08609,1.08594
2015-10-28 17:55:00,EURCHF,1.08606,1.08588,1.0859299999999998,1.08605
2015-10-28 18:00:00,EURCHF,1.08622,1.08584,1.08604,1.08595
2015-10-28 18:05:00,EURCHF,1.0860299999999998,1.08571,1.08599,1.08575
2015-10-28 18:10:00,EURCHF,1.0857700000000001,1.08548,1.08576,1.0856
2015-10-28 18:15:00,EURCHF,1.08582,1.0856,1.0856,1.0857
2015-10-28 18:20:00,EURCHF,1.08579,1.08566,1.0857,1.08572
2015-10-28 18:25:00,EURCHF,1.0857700000000001,1.0856299999999999,1.08572,1.0856700000000001
2015-10-28 18:30:00,EURCHF,1.08569,1.08558,1.08565,1.0856299999999999
2015-10-28 18:35:00,EURCHF,1.08574,1.08561,1.0856299999999999,1.08568
2015-10-28 18:40:00,EURCHF,1.08576,1.08566,1.08566,1.08572
2015-10-28 18:45:00,EURCHF,1.08586,1.08572,1.08576,1.08584
2015-10-28 18:50:00,EURCHF,1.08585,1.08569,1.08584,1.08571
2015-10-28 18:55:00,EURCHF,1.0858299999999999,1.08571,1.08575,1.08578
2015-10-28 19:00:00,EURCHF,1.08585,1.08566,1.08582,1.08579
2015-10-28 19:05:00,EURCHF,1.08586,1.08579,1.08582,1.08586
2015-10-28 19:10:00,EURCHF,1.08586,1.08575,1.08584,1.08576
2015-10-28 19:15:00,EURCHF,1.08584,1.08562,1.08576,1.08576
2015-10-28 19:20:00,EURCHF,1.0859,1.08576,1.0857700000000001,1.0858299999999999
2015-10-28 19:25:00,EURCHF,1.08592,1.08581,1.08584,1.08586
2015-10-28 19:30:00,EURCHF,1.086,1.0858299999999999,1.0858299999999999,1.08599
2015-10-28 19:35:00,EURCHF,1.08612,1.086,1.086,1.08604
2015-10-28 19:40:00,EURCHF,1.08606,1.0858700000000001,1.0860299999999998,1.0859
2015-10-28 19:45:00,EURCHF,1.08591,1.08568,1.08591,1.08569
2015-10-28 19:50:00,EURCHF,1.08588,1.0856299999999999,1.0856700000000001,1.08572
2015-10-28 19:55:00,EURCHF,1.0857299999999999,1.08555,1.0856700000000001,1.0857299999999999
2015-10-28 20:00:00,EURCHF,1.08605,1.08556,1.08572,1.08598
2015-10-28 20:05:00,EURCHF,1.086,1.0856299999999999,1.08599,1.0859299999999998
2015-10-28 20:10:00,EURCHF,1.08612,1.08568,1.08594,1.0857
2015-10-28 20:15:00,EURCHF,1.08608,1.08555,1.08572,1.08586
2015-10-28 20:20:00,EURCHF,1.08605,1.08572,1.08588,1.08584
2015-10-28 20:25:00,EURCHF,1.08598,1.08575,1.08585,1.0858700000000001
2015-10-28 20:30:00,EURCHF,1.0861399999999999,1.08579,1.0858700000000001,1.0861399999999999
2015-10-28 20:35:00,EURCHF,1.08625,1.08581,1.0861399999999999,1.08607
