,coin,high,low,open,close
2016-11-23 12:35:00,EURCHF,1.07243,1.07209,1.07233,1.07213
2016-11-23 12:40:00,EURCHF,1.0723,1.0720399999999999,1.0721399999999999,1.0723
2016-11-23 12:45:00,EURCHF,1.07277,1.07226,1.0723,1.0726
2016-11-23 12:50:00,EURCHF,1.07293,1.07257,1.07259,1.0728799999999998
2016-11-23 12:55:00,EURCHF,1.07318,1.0728799999999998,1.0728799999999998,1.07315
2016-11-23 13:00:00,EURCHF,1.07315,1.07289,1.07315,1.07308
2016-11-23 13:05:00,EURCHF,1.07315,1.073,1.07308,1.07311
2016-11-23 13:10:00,EURCHF,1.07322,1.0730899999999999,1.07312,1.07322
2016-11-23 13:15:00,EURCHF,1.07344,1.0732,1.07322,1.07342
2016-11-23 13:20:00,EURCHF,1.07346,1.07336,1.07344,1.07342
2016-11-23 13:25:00,EURCHF,1.07344,1.0733,1.07342,1.07333
2016-11-23 13:30:00,EURCHF,1.07344,1.07325,1.07332,1.07344
2016-11-23 13:35:00,EURCHF,1.0735,1.0734299999999999,1.0734299999999999,1.07346
2016-11-23 13:40:00,EURCHF,1.07361,1.07346,1.0734700000000001,1.07356
2016-11-23 13:45:00,EURCHF,1.07359,1.07323,1.07355,1.07325
2016-11-23 13:50:00,EURCHF,1.07328,1.0731700000000002,1.07326,1.07323
2016-11-23 13:55:00,EURCHF,1.0733,1.0730600000000001,1.07322,1.07322
2016-11-23 14:00:00,EURCHF,1.07334,1.073,1.07324,1.073
2016-11-23 14:05:00,EURCHF,1.0731600000000001,1.07275,1.073,1.07276
2016-11-23 14:10:00,EURCHF,1.07292,1.07239,1.07275,1.07247
2016-11-23 14:15:00,EURCHF,1.07295,1.07245,1.07246,1.07295
2016-11-23 14:20:00,EURCHF,1.073,1.0726799999999999,1.07294,1.0727200000000001
2016-11-23 14:25:00,EURCHF,1.07283,1.07261,1.07274,1.07264
2016-11-23 14:30:00,EURCHF,1.07271,1.07256,1.07265,1.07264
2016-11-23 14:35:00,EURCHF,1.0729799999999998,1.07261,1.07264,1.07284
2016-11-23 14:40:00,EURCHF,1.0729600000000001,1.07276,1.07284,1.07292
2016-11-23 14:45:00,EURCHF,1.0729899999999999,1.07285,1.07293,1.07294
2016-11-23 14:50:00,EURCHF,1.07303,1.07292,1.07294,1.07301
2016-11-23 14:55:00,EURCHF,1.07307,1.07284,1.0729899999999999,1.0728600000000001
2016-11-23 15:00:00,EURCHF,1.07323,1.07283,1.07287,1.0731899999999999
2016-11-23 15:05:00,EURCHF,1.0732899999999999,1.07314,1.0732,1.0732899999999999
2016-11-23 15:10:00,EURCHF,1.0732899999999999,1.07303,1.07328,1.07312
2016-11-23 15:15:00,EURCHF,1.07318,1.0729899999999999,1.07313,1.073
2016-11-23 15:20:00,EURCHF,1.07311,1.07291,1.0729899999999999,1.0729799999999998
2016-11-23 15:25:00,EURCHF,1.0729899999999999,1.07292,1.0729899999999999,1.07295
