,coin,high,low,open,close
2018-02-12 01:45:00,NZDUSD,0.72653,0.72631,0.72643,0.7265
2018-02-12 01:50:00,NZDUSD,0.7267899999999999,0.72648,0.72651,0.72677
2018-02-12 01:55:00,NZDUSD,0.72695,0.72668,0.72675,0.7268899999999999
2018-02-12 02:00:00,NZDUSD,0.7268899999999999,0.72637,0.7268899999999999,0.72663
2018-02-12 02:05:00,NZDUSD,0.72683,0.72646,0.7266199999999999,0.72648
2018-02-12 02:10:00,NZDUSD,0.7267899999999999,0.72647,0.72647,0.7267100000000001
2018-02-12 02:15:00,NZDUSD,0.7267100000000001,0.72613,0.7267100000000001,0.72618
2018-02-12 02:20:00,NZDUSD,0.72637,0.72618,0.72618,0.72624
2018-02-12 02:25:00,NZDUSD,0.72635,0.72559,0.72626,0.72567
2018-02-12 02:30:00,NZDUSD,0.7259,0.7255699999999999,0.72569,0.72588
2018-02-12 02:35:00,NZDUSD,0.72601,0.72555,0.7258899999999999,0.72567
2018-02-12 02:40:00,NZDUSD,0.72582,0.72509,0.72568,0.7252
2018-02-12 02:45:00,NZDUSD,0.72565,0.72519,0.72519,0.72547
2018-02-12 02:50:00,NZDUSD,0.72563,0.72527,0.72543,0.7255
2018-02-12 02:55:00,NZDUSD,0.72551,0.7247399999999999,0.72549,0.72491
2018-02-12 03:00:00,NZDUSD,0.72497,0.72463,0.72491,0.7248899999999999
2018-02-12 03:05:00,NZDUSD,0.72511,0.72488,0.7248899999999999,0.7251
2018-02-12 03:10:00,NZDUSD,0.72531,0.7247600000000001,0.72509,0.7247600000000001
2018-02-12 03:15:00,NZDUSD,0.725,0.72455,0.7247600000000001,0.72459
2018-02-12 03:20:00,NZDUSD,0.72497,0.7246100000000001,0.7246100000000001,0.72492
2018-02-12 03:25:00,NZDUSD,0.72542,0.72488,0.7249399999999999,0.72531
2018-02-12 03:30:00,NZDUSD,0.72538,0.72514,0.72529,0.7252
2018-02-12 03:35:00,NZDUSD,0.72533,0.72513,0.7252,0.72527
2018-02-12 03:40:00,NZDUSD,0.72587,0.72519,0.72528,0.72582
2018-02-12 03:45:00,NZDUSD,0.72585,0.72545,0.72583,0.7256600000000001
2018-02-12 03:50:00,NZDUSD,0.7256600000000001,0.72526,0.7256600000000001,0.72526
2018-02-12 03:55:00,NZDUSD,0.72538,0.72511,0.72527,0.72513
2018-02-12 04:00:00,NZDUSD,0.72553,0.72516,0.72516,0.72549
2018-02-12 04:05:00,NZDUSD,0.72549,0.72521,0.72548,0.72531
2018-02-12 04:10:00,NZDUSD,0.72532,0.7246,0.7253,0.7246600000000001
2018-02-12 04:15:00,NZDUSD,0.7247899999999999,0.72428,0.72464,0.72431
2018-02-12 04:20:00,NZDUSD,0.72468,0.72413,0.7243,0.72417
2018-02-12 04:25:00,NZDUSD,0.72431,0.7237,0.72419,0.72421
2018-02-12 04:30:00,NZDUSD,0.7245,0.72395,0.7242,0.72441
2018-02-12 04:35:00,NZDUSD,0.72441,0.72427,0.72439,0.7243
2018-02-12 04:40:00,NZDUSD,0.72454,0.72431,0.72431,0.72451
2018-02-12 04:45:00,NZDUSD,0.7246199999999999,0.72429,0.72453,0.72458
2018-02-12 04:50:00,NZDUSD,0.72468,0.72449,0.7245699999999999,0.72464
2018-02-12 04:55:00,NZDUSD,0.7247899999999999,0.72439,0.72464,0.72449
2018-02-12 05:00:00,NZDUSD,0.72459,0.72433,0.72447,0.72441
2018-02-12 05:05:00,NZDUSD,0.7246100000000001,0.72436,0.72441,0.7246100000000001
2018-02-12 05:10:00,NZDUSD,0.72482,0.72458,0.7246100000000001,0.72478
2018-02-12 05:15:00,NZDUSD,0.7248100000000001,0.7246100000000001,0.72478,0.72469
2018-02-12 05:20:00,NZDUSD,0.7247,0.72446,0.72467,0.72446
2018-02-12 05:25:00,NZDUSD,0.72455,0.72431,0.72448,0.72445
2018-02-12 05:30:00,NZDUSD,0.72463,0.72445,0.72445,0.72456
2018-02-12 05:35:00,NZDUSD,0.72477,0.72454,0.7245699999999999,0.72459
2018-02-12 05:40:00,NZDUSD,0.72477,0.72456,0.72456,0.7247
2018-02-12 05:45:00,NZDUSD,0.7249800000000001,0.72469,0.7247100000000001,0.7249800000000001
2018-02-12 05:50:00,NZDUSD,0.72517,0.72485,0.7249899999999999,0.7249899999999999
