,coin,high,low,open,close
2015-10-11 18:55:00,USDCHF,0.96159,0.9614799999999999,0.96149,0.96159
2015-10-11 19:00:00,USDCHF,0.9616,0.9615799999999999,0.96159,0.96159
2015-10-11 19:05:00,USDCHF,0.96159,0.96139,0.96159,0.9614299999999999
2015-10-11 19:10:00,USDCHF,0.96165,0.96142,0.96144,0.9615
2015-10-11 19:15:00,USDCHF,0.9615,0.96136,0.96149,0.96136
2015-10-11 19:20:00,USDCHF,0.9615100000000001,0.96136,0.96136,0.96147
2015-10-11 19:25:00,USDCHF,0.96154,0.9614,0.96147,0.96152
2015-10-11 19:30:00,USDCHF,0.96154,0.9611700000000001,0.9614799999999999,0.9611700000000001
2015-10-11 19:35:00,USDCHF,0.9612700000000001,0.9611799999999999,0.9611799999999999,0.96121
2015-10-11 19:40:00,USDCHF,0.9612799999999999,0.96104,0.96121,0.9610799999999999
2015-10-11 19:45:00,USDCHF,0.96141,0.9611,0.9611,0.9613
2015-10-11 19:50:00,USDCHF,0.96131,0.9612200000000001,0.96129,0.96126
2015-10-11 19:55:00,USDCHF,0.9613200000000001,0.9611700000000001,0.96125,0.96131
2015-10-11 20:00:00,USDCHF,0.9615,0.9613200000000001,0.9613200000000001,0.9613299999999999
2015-10-11 20:05:00,USDCHF,0.9613799999999999,0.96072,0.96134,0.96085
2015-10-11 20:10:00,USDCHF,0.96115,0.9607100000000001,0.9608200000000001,0.96111
2015-10-11 20:15:00,USDCHF,0.96116,0.9606299999999999,0.96111,0.9607600000000001
2015-10-11 20:20:00,USDCHF,0.96106,0.9607600000000001,0.9607600000000001,0.96106
2015-10-11 20:25:00,USDCHF,0.9611700000000001,0.96067,0.96106,0.9606899999999999
2015-10-11 20:30:00,USDCHF,0.96085,0.96073,0.9607600000000001,0.9607600000000001
2015-10-11 20:35:00,USDCHF,0.9608,0.96067,0.9607600000000001,0.9607700000000001
2015-10-11 20:40:00,USDCHF,0.96085,0.9607,0.9607600000000001,0.9607600000000001
2015-10-11 20:45:00,USDCHF,0.9607600000000001,0.9606600000000001,0.9607600000000001,0.96067
2015-10-11 20:50:00,USDCHF,0.9609,0.96065,0.96067,0.96067
2015-10-11 20:55:00,USDCHF,0.96072,0.9606299999999999,0.96067,0.9606399999999999
2015-10-11 21:00:00,USDCHF,0.96098,0.9606299999999999,0.9606399999999999,0.9607600000000001
2015-10-11 21:05:00,USDCHF,0.96105,0.96072,0.96073,0.96105
2015-10-11 21:10:00,USDCHF,0.9613299999999999,0.961,0.9610299999999999,0.96131
2015-10-11 21:15:00,USDCHF,0.9612299999999999,0.9611200000000001,0.9612299999999999,0.9612
2015-10-11 21:20:00,USDCHF,0.96125,0.96111,0.9612,0.9612200000000001
2015-10-11 21:25:00,USDCHF,0.9616,0.9612,0.9612,0.96159
2015-10-11 21:30:00,USDCHF,0.9616100000000001,0.9615299999999999,0.96155,0.96159
2015-10-11 21:35:00,USDCHF,0.96162,0.9614299999999999,0.9615799999999999,0.9614299999999999
2015-10-11 21:40:00,USDCHF,0.9615799999999999,0.9613799999999999,0.96144,0.96142
2015-10-11 21:45:00,USDCHF,0.9614299999999999,0.9613299999999999,0.9614299999999999,0.96139
2015-10-11 21:50:00,USDCHF,0.96144,0.96134,0.96136,0.9613799999999999
2015-10-11 21:55:00,USDCHF,0.9614299999999999,0.9613799999999999,0.9613799999999999,0.96141
2015-10-11 22:00:00,USDCHF,0.96146,0.9613799999999999,0.9614,0.9614299999999999
2015-10-11 22:05:00,USDCHF,0.96146,0.9614,0.96145,0.96145
2015-10-11 22:10:00,USDCHF,0.96144,0.9612799999999999,0.96144,0.96129
2015-10-11 22:15:00,USDCHF,0.96135,0.9609700000000001,0.9613,0.9610200000000001
2015-10-11 22:20:00,USDCHF,0.9610200000000001,0.9606299999999999,0.96098,0.9607100000000001
2015-10-11 22:25:00,USDCHF,0.96085,0.96062,0.9607,0.96065
2015-10-11 22:30:00,USDCHF,0.9606600000000001,0.9604600000000001,0.9606399999999999,0.9605100000000001
2015-10-11 22:35:00,USDCHF,0.9605899999999999,0.96044,0.9605,0.96057
2015-10-11 22:40:00,USDCHF,0.9606100000000001,0.96052,0.9605799999999999,0.96055
2015-10-11 22:45:00,USDCHF,0.96068,0.96052,0.9605299999999999,0.9606600000000001
2015-10-11 22:50:00,USDCHF,0.9609700000000001,0.96067,0.96067,0.9608
2015-10-11 22:55:00,USDCHF,0.9608,0.9606299999999999,0.9608,0.96067
2015-10-11 23:00:00,USDCHF,0.9606600000000001,0.96044,0.9606600000000001,0.9605799999999999
2015-10-11 23:05:00,USDCHF,0.96078,0.9605899999999999,0.9605899999999999,0.96073
2015-10-11 23:10:00,USDCHF,0.96091,0.9607,0.96081,0.96091
2015-10-11 23:15:00,USDCHF,0.9609,0.96073,0.9609,0.96078
2015-10-11 23:20:00,USDCHF,0.96078,0.9606399999999999,0.9607399999999999,0.9607399999999999
2015-10-11 23:25:00,USDCHF,0.96078,0.96067,0.9607100000000001,0.96068
2015-10-11 23:30:00,USDCHF,0.9610299999999999,0.9606600000000001,0.96067,0.9610200000000001
2015-10-11 23:35:00,USDCHF,0.9611200000000001,0.9609700000000001,0.9610299999999999,0.9610299999999999
2015-10-11 23:40:00,USDCHF,0.9610200000000001,0.9608200000000001,0.96099,0.96086
2015-10-11 23:45:00,USDCHF,0.96085,0.96067,0.96085,0.9607600000000001
2015-10-11 23:50:00,USDCHF,0.9607700000000001,0.9606899999999999,0.9607700000000001,0.9606899999999999
2015-10-11 23:55:00,USDCHF,0.9607700000000001,0.9606,0.9607,0.96067
2015-10-12 00:00:00,USDCHF,0.9607899999999999,0.96065,0.96067,0.9607600000000001
2015-10-12 00:05:00,USDCHF,0.9607700000000001,0.9607,0.96072,0.9607
2015-10-12 00:10:00,USDCHF,0.9607700000000001,0.9607,0.9607100000000001,0.96075
2015-10-12 00:15:00,USDCHF,0.96083,0.9606899999999999,0.9607399999999999,0.9607
2015-10-12 00:20:00,USDCHF,0.9607600000000001,0.96067,0.96072,0.96073
2015-10-12 00:25:00,USDCHF,0.9607700000000001,0.9607,0.96075,0.9607399999999999
2015-10-12 00:30:00,USDCHF,0.96083,0.9606299999999999,0.96075,0.96083
2015-10-12 00:35:00,USDCHF,0.9608700000000001,0.96067,0.9607700000000001,0.96072
2015-10-12 00:40:00,USDCHF,0.96098,0.9607399999999999,0.9607399999999999,0.96096
